Date,Close
9/11/2017,53.03
9/12/2017,53.4
9/13/2017,53.52
9/14/2017,53.73
9/15/2017,53.87
9/18/2017,53.5
9/19/2017,53.33
9/20/2017,53.56
9/21/2017,53.19
9/22/2017,53.24
9/25/2017,53.23
9/26/2017,53.7
9/27/2017,52.67
9/28/2017,52.63
9/29/2017,51.85
10/2/2017,51.87
10/3/2017,51.47
10/4/2017,52.08
10/5/2017,52.18
10/6/2017,52.42
10/9/2017,51.52
10/10/2017,51.53
10/11/2017,51.03
10/12/2017,50.83
10/13/2017,50.98
10/16/2017,51.37
10/17/2017,52
10/18/2017,52.3
10/19/2017,52.69
10/20/2017,53.06
10/23/2017,53.66
10/24/2017,53.42
10/25/2017,54.94
10/26/2017,56.81
10/27/2017,55.96
10/30/2017,55.27
10/31/2017,54.99
11/1/2017,55.07
11/2/2017,55.12
11/3/2017,55.71
11/6/2017,56.04
11/7/2017,55.15
11/8/2017,55.76
11/9/2017,56.13
11/10/2017,56.09
11/13/2017,55.91
11/14/2017,55.98
11/15/2017,56.63
11/16/2017,57.23
11/17/2017,59.19
11/20/2017,59.25
11/21/2017,59.39
11/22/2017,59.07
11/24/2017,59.32
11/27/2017,59.63
11/28/2017,59.58
11/29/2017,60.36
11/30/2017,60.42
12/1/2017,59.88
12/4/2017,60.1
12/5/2017,60.42
12/6/2017,59.72
12/7/2017,60.6
12/8/2017,61.3
12/11/2017,61.91
12/12/2017,62.17
12/13/2017,64.3
12/14/2017,64.53
12/15/2017,64.79
12/18/2017,64.81
12/19/2017,64.24
12/20/2017,63.59
12/21/2017,64.77
12/22/2017,63.29
12/26/2017,63.65
12/27/2017,62.95
12/28/2017,62.95
12/29/2017,62.55
1/2/2018,63.49
1/3/2018,63.48
1/4/2018,63.44
1/5/2018,63.98
1/8/2018,64.55
1/9/2018,64.09
1/10/2018,64.22
1/11/2018,64.29
1/12/2018,64.67
1/16/2018,63.42
1/17/2018,63.81
1/18/2018,64.11
1/19/2018,67.21
1/22/2018,66.39
1/23/2018,67.14
1/24/2018,68
1/25/2018,67.71
1/26/2018,68.04
1/29/2018,67.58
1/30/2018,67.33
1/31/2018,68.22
2/1/2018,67.65
2/2/2018,67.22
2/5/2018,64.39
2/6/2018,65.22
2/7/2018,65.63
2/8/2018,62.49
2/9/2018,65.49
2/12/2018,65.98
2/13/2018,65.87
2/14/2018,67.96
2/15/2018,68.29
2/16/2018,68.3
2/20/2018,67.49
2/21/2018,67.05
2/22/2018,67.13
2/23/2018,68.16
2/26/2018,69.65
2/27/2018,68.03
2/28/2018,67.03
3/1/2018,66.32
3/2/2018,65.89
3/5/2018,65.05
3/6/2018,65.24
3/7/2018,64.17
3/8/2018,65.11
3/9/2018,66.3
3/12/2018,66.82
3/13/2018,66.17
3/14/2018,66.2
3/15/2018,66.39
3/16/2018,65.91
3/19/2018,65.71
3/20/2018,66.8
3/21/2018,66.35
3/22/2018,64.42
3/23/2018,64.63
3/26/2018,65.9
3/27/2018,66.17
3/28/2018,65.44
3/29/2018,66.44
4/2/2018,64.12
4/3/2018,66.7
4/4/2018,68.42
4/5/2018,69.59
4/6/2018,67.55
4/9/2018,67.18
4/10/2018,67
4/11/2018,66.83
4/12/2018,67.77
4/13/2018,67.25
4/16/2018,67.06
4/17/2018,67.51
4/18/2018,66.2
4/19/2018,65.73
4/20/2018,66.09
4/23/2018,66.88
4/24/2018,66.97
4/25/2018,66.67
4/26/2018,68.05
4/27/2018,69.56
4/30/2018,68.39
5/1/2018,68.1
5/2/2018,68.26
5/3/2018,66.9
5/4/2018,68.1
5/7/2018,69.34
5/8/2018,68.46
5/9/2018,67.95
5/10/2018,67.92
5/11/2018,68.43
5/14/2018,68.84
5/15/2018,69.5
5/16/2018,71.34
5/17/2018,70.94
5/18/2018,71.32
5/21/2018,71.38
5/22/2018,71.31
5/23/2018,71.34
5/24/2018,72.18
5/25/2018,72.25
5/29/2018,70.92
5/30/2018,72.23
5/31/2018,71.8
6/1/2018,72.76
6/4/2018,73.83
6/5/2018,74.05
6/6/2018,74.75
6/7/2018,74.76
6/8/2018,74.9
6/11/2018,74.59
6/12/2018,74.29
6/13/2018,74.11
6/14/2018,74.7
6/15/2018,75.84
6/18/2018,75.61
6/19/2018,74.26
6/20/2018,74.72
6/21/2018,73.94
6/22/2018,73.43
6/25/2018,72.35
6/26/2018,72.56
6/27/2018,71.35
6/28/2018,71.7
6/29/2018,79.68
7/2/2018,78.35
7/3/2018,76.28
7/5/2018,76.55
7/6/2018,76.48
7/9/2018,77.28
7/10/2018,77.57
7/11/2018,77.36
7/12/2018,77.37
7/13/2018,77.38
7/16/2018,77.75
7/17/2018,77.47
7/18/2018,76.59
7/19/2018,76.95
7/20/2018,76.96
7/23/2018,76.59
7/24/2018,75.53
7/25/2018,77.16
7/26/2018,78.15
7/27/2018,76.89
7/30/2018,75.96
7/31/2018,76.91
8/1/2018,77.54
8/2/2018,78.65
8/3/2018,78.74
8/6/2018,79.51
8/7/2018,80.53
8/8/2018,80.5
8/9/2018,81.26
8/10/2018,80.73
8/13/2018,80.15
8/14/2018,80.14
8/15/2018,79.57
8/16/2018,80.05
8/17/2018,79.75
8/20/2018,82.18
8/21/2018,82.95
8/22/2018,82.64
8/23/2018,82.91
8/24/2018,82.45
8/27/2018,82.65
8/28/2018,82.58
8/29/2018,82.79
8/30/2018,81.4
8/31/2018,82.2
9/4/2018,79.6
9/5/2018,79.92
9/6/2018,80.4
9/7/2018,80.3
9/10/2018,82.1
9/11/2018,82.63
9/12/2018,83
9/13/2018,83.47
9/14/2018,83.49
9/17/2018,83.26
9/18/2018,85.26
9/19/2018,84.43
9/20/2018,85.37
9/21/2018,85.55
9/24/2018,84.27
9/25/2018,84.79
9/26/2018,83.7
9/27/2018,84.54
9/28/2018,84.72
10/1/2018,84.46
10/2/2018,82.77
10/3/2018,82.5
10/4/2018,80.18
10/5/2018,80.12
10/8/2018,80.23
10/9/2018,80.42
10/10/2018,74.94
10/11/2018,74.51
10/12/2018,75.91
10/15/2018,74.99
10/16/2018,77.48
10/17/2018,76.48
10/18/2018,75.6
10/19/2018,74.21
10/22/2018,74.9
10/23/2018,73.35
10/24/2018,72.12
10/25/2018,73.1
10/26/2018,72.07
10/29/2018,72.19
10/30/2018,74.51
10/31/2018,75.04
11/1/2018,76.79
11/2/2018,76.58
11/5/2018,77.53
11/6/2018,76.57
11/7/2018,77.97
11/8/2018,77.78
11/9/2018,76.36
11/12/2018,75.1
11/13/2018,75.2
11/14/2018,75.2
11/15/2018,74.33
11/16/2018,74.74
11/19/2018,72.52
11/20/2018,71.12
11/21/2018,72.37
11/23/2018,71.49
11/26/2018,72.71
11/27/2018,72.09
11/28/2018,74.66
11/29/2018,74.34
11/30/2018,75.12
12/3/2018,77.94
12/4/2018,75.79
12/6/2018,75.54
12/7/2018,73.34
12/10/2018,72.51
12/11/2018,73.57
12/12/2018,74.32
12/13/2018,72.93
12/14/2018,72.53
12/17/2018,69.9
12/18/2018,71.15
12/19/2018,68.97
12/20/2018,67.53
12/21/2018,72.37
12/24/2018,68.1
12/26/2018,73.01
12/27/2018,73.67
12/28/2018,73.34
12/31/2018,74.14
1/2/2019,74.06
1/3/2019,72.75
1/4/2019,74.65
1/7/2019,75.72
1/8/2019,76.73
1/9/2019,76.59
1/10/2019,76.42
1/11/2019,76.04
1/14/2019,76.09
1/15/2019,77.88
1/16/2019,77.68
1/17/2019,79.13
1/18/2019,80.45
1/22/2019,80.75
1/23/2019,80.5
1/24/2019,80.44
1/25/2019,80.61
1/28/2019,80.32
1/29/2019,80.22
1/30/2019,81.28
1/31/2019,81.88
2/1/2019,81.51
2/4/2019,81.99
2/5/2019,82.86
2/6/2019,82.71
2/7/2019,82.39
2/8/2019,82.36
2/11/2019,83.68
2/12/2019,84.71
2/13/2019,85.4
2/14/2019,84.68
2/15/2019,85.38
2/19/2019,84.57
2/20/2019,84.84
2/21/2019,83.95
2/22/2019,84.76
2/25/2019,85.17
2/26/2019,85.8
2/27/2019,86.17
2/28/2019,85.73
3/1/2019,87.16
3/4/2019,85.64
3/5/2019,85.44
3/6/2019,85.13
3/7/2019,85.26
3/8/2019,84.8
3/11/2019,85.82
3/12/2019,85.43
3/13/2019,85.93
3/14/2019,86.87
3/15/2019,86.8
3/18/2019,87.82
3/19/2019,87.69
3/20/2019,86.69
3/21/2019,88.01
3/22/2019,82.19
3/25/2019,82.33
3/26/2019,83.38
3/27/2019,83.09
3/28/2019,84.04
3/29/2019,84.21
4/1/2019,85.23
4/2/2019,84.37
4/3/2019,84.47
4/4/2019,85.28
4/5/2019,85.4
4/8/2019,84.73
4/9/2019,84.28
4/10/2019,84.88
4/11/2019,85
4/12/2019,86.24
4/15/2019,86.83
4/16/2019,87.8
4/17/2019,88.73
4/18/2019,89.2
4/22/2019,87.36
4/23/2019,87.43
4/24/2019,88.39
4/25/2019,87.56
4/26/2019,88.31
4/29/2019,88.26
4/30/2019,87.83
5/1/2019,85.9
5/2/2019,85.27
5/3/2019,85.7
5/6/2019,83.57
5/7/2019,82.54
5/8/2019,82.77
5/9/2019,82.98
5/10/2019,83.95
5/13/2019,82.53
5/14/2019,83.67
5/15/2019,84.01
5/16/2019,84.28
5/17/2019,84.57
5/20/2019,82.85
5/21/2019,83.64
5/22/2019,83.2
5/23/2019,82.64
5/24/2019,82.16
5/28/2019,81.2
5/29/2019,78.87
5/30/2019,79.26
5/31/2019,77.14
6/3/2019,77.96
6/4/2019,81.62
6/5/2019,82.72
6/6/2019,82.45
6/7/2019,83.41
6/10/2019,82.58
6/11/2019,83.26
6/12/2019,82.63
6/13/2019,83.61
6/14/2019,83.44
6/17/2019,82.11
6/18/2019,84.3
6/19/2019,83.55
6/20/2019,85.24
6/21/2019,85.75
6/24/2019,84.5
6/25/2019,82.62
6/26/2019,82.55
6/27/2019,83.66
6/28/2019,83.95
7/1/2019,85.41
7/2/2019,84.96
7/3/2019,86.2
7/5/2019,86.82
7/8/2019,88.48
7/9/2019,88.04
7/10/2019,87.44
7/11/2019,88.29
7/12/2019,89.12
7/15/2019,89.48
7/16/2019,88.6
7/17/2019,87.5
7/18/2019,87.44
7/19/2019,86.55
7/22/2019,85.97
7/23/2019,86.7
7/24/2019,86.7
7/25/2019,87.28
7/26/2019,87.54
7/29/2019,87.62
7/30/2019,87.2
7/31/2019,86.03
8/1/2019,83.12
8/2/2019,81.14
8/5/2019,78.97
8/6/2019,81.3
8/7/2019,81.28
8/8/2019,83
8/9/2019,81.98
8/12/2019,81.65
8/13/2019,83.32
8/14/2019,81.03
8/15/2019,79.51
8/16/2019,80.28
8/19/2019,81.13
8/20/2019,80.53
8/21/2019,82.74
8/22/2019,83.31
8/23/2019,80.44
8/26/2019,82.25
8/27/2019,82.03
8/28/2019,83.48
8/29/2019,85.38
8/30/2019,84.5
9/3/2019,84.67
9/4/2019,86.35
9/5/2019,88.42
9/6/2019,88.69
9/9/2019,88.67
9/10/2019,86.83
9/11/2019,86.75
9/12/2019,87.67
9/13/2019,87.32
9/16/2019,87.27
9/17/2019,87.59
9/18/2019,88.08
9/19/2019,87.7
9/20/2019,86.68
9/23/2019,87.69
9/24/2019,87.18
9/25/2019,90.81
9/26/2019,92.17
9/27/2019,92.31
9/30/2019,93.92
10/1/2019,92.28
10/2/2019,91.49
10/3/2019,92.22
10/4/2019,93.07
10/7/2019,93.17
10/8/2019,91.75
10/9/2019,92.52
10/10/2019,93
10/11/2019,93.88
10/14/2019,94.88
10/15/2019,94.79
10/16/2019,94.88
10/17/2019,95.56
10/18/2019,96.1
10/21/2019,96.22
10/22/2019,95.6
10/23/2019,92.32
10/24/2019,91.5
10/25/2019,90.92
10/28/2019,90.85
10/29/2019,89.28
10/30/2019,90.19
10/31/2019,89.55
11/1/2019,89.18
11/4/2019,89.86
11/5/2019,89.88
11/6/2019,89.48
11/7/2019,90.4
11/8/2019,89.81
11/11/2019,90.05
11/12/2019,89.5
11/13/2019,91.29
11/14/2019,91.27
11/15/2019,93.04
11/18/2019,94.18
11/19/2019,93.61
11/20/2019,93.05
11/21/2019,92.16
11/22/2019,93.34
11/25/2019,92.9
11/26/2019,93.33
11/27/2019,94.14
11/29/2019,93.49
12/2/2019,93.56
12/3/2019,92.46
12/4/2019,93.72
12/5/2019,95.79
12/6/2019,97
12/9/2019,96.63
12/10/2019,97.01
12/11/2019,97.18
12/12/2019,97.72
12/13/2019,97.77
12/16/2019,98.81
12/17/2019,99.65
12/18/2019,100.57
12/19/2019,101.15
12/20/2019,99.96
12/23/2019,100.04
12/24/2019,100.14
12/26/2019,100.71
12/27/2019,101.57
12/30/2019,100.8
12/31/2019,101.31
1/2/2020,102.2
1/3/2020,101.92
1/6/2020,101.83
1/7/2020,101.78
1/8/2020,101.55
1/9/2020,101.48
1/10/2020,100.9
1/13/2020,102.16
1/14/2020,102.92
1/15/2020,102.79
1/16/2020,103.37
1/17/2020,104.53
1/21/2020,104.58
1/22/2020,104.49
1/23/2020,103.02
1/24/2020,102.03
1/27/2020,100.24
1/28/2020,100.41
1/29/2020,99.84
1/30/2020,98.19
1/31/2020,96.3
2/3/2020,99.27
2/4/2020,101.38
2/5/2020,100.54
2/6/2020,100.27
2/7/2020,99.44
2/10/2020,100.02
2/11/2020,100.02
2/12/2020,103
2/13/2020,103.37
2/14/2020,103.54
2/18/2020,102
2/19/2020,102.46
2/20/2020,102.53
2/21/2020,100.25
2/24/2020,95.91
2/25/2020,92.9
2/26/2020,92
2/27/2020,88.55
2/28/2020,89.38
3/2/2020,92.68
3/3/2020,90.93
3/4/2020,93.79
3/5/2020,90.58
3/6/2020,88.36
3/9/2020,84.11
3/10/2020,88.3
3/11/2020,84
3/12/2020,74.2
3/13/2020,75.58
3/16/2020,66.79
3/17/2020,69.84
3/18/2020,68.04
3/19/2020,70.34
3/20/2020,67.45
3/23/2020,62.8
3/24/2020,72.33
3/25/2020,79.01
3/26/2020,84.3
3/27/2020,83.23
3/30/2020,85.38
3/31/2020,82.74
4/1/2020,79.23
4/2/2020,80.14
4/3/2020,78.86
4/6/2020,84.63
4/7/2020,84.16
4/8/2020,85.3
4/9/2020,86.79
4/13/2020,84.46
4/14/2020,87.47
4/15/2020,85.04
4/16/2020,86.3
4/17/2020,89.91
4/20/2020,87.9
4/21/2020,85.2
4/22/2020,88.77
4/23/2020,87.35
4/24/2020,88.37
4/27/2020,89.37
4/28/2020,88.8
4/29/2020,88.07
4/30/2020,87.18
5/1/2020,85.54
5/4/2020,85.75
5/5/2020,87.2
5/6/2020,88.44
5/7/2020,88.56
5/8/2020,90.46
5/11/2020,90.93
5/12/2020,88.26
5/13/2020,86.02
5/14/2020,86.55
5/15/2020,86.99
5/18/2020,91.04
5/19/2020,91.51
5/20/2020,92.95
5/21/2020,94.26
5/22/2020,93.75
5/26/2020,96.62
5/27/2020,99.87
5/28/2020,98.46
5/29/2020,98.58
6/1/2020,99.54
6/2/2020,100.74
6/3/2020,104.11
6/4/2020,101.28
6/5/2020,102.71
6/8/2020,104.29
6/9/2020,102.63
6/10/2020,102.12
6/11/2020,95.17
6/12/2020,96.43
6/15/2020,97.84
6/16/2020,99.04
6/17/2020,99.21
6/18/2020,98.45
6/19/2020,95.78
6/22/2020,99.51
6/23/2020,101.92
6/24/2020,100.08
6/25/2020,101.4
6/26/2020,93.67
6/29/2020,95.87
6/30/2020,98.05
7/1/2020,97.4
7/2/2020,98.43
7/6/2020,99.95
7/7/2020,97.07
7/8/2020,98.84
7/9/2020,96.99
7/10/2020,97.99
7/13/2020,96.46
7/14/2020,96.76
7/15/2020,98.54
7/16/2020,97.26
7/17/2020,96.28
7/20/2020,95.65
7/21/2020,98.36
7/22/2020,98.91
7/23/2020,98.3
7/24/2020,98.43
7/27/2020,97.21
